,teks,label,clean_teks
1735,"gwendeng semalem ak mimpi ada vincent desta ada dirumah trs maen ke kamar dh kek sodara kandung sendiri woyyyy. rasae kek nyata dan pas mimpi itu ngira mimpi tp ternyata nyata *paham g si*, pdhl mimpi yaAllahhhhh",no,gwendeng malam mimpi vincent desta rumah main kamar saudara kandung woyyyy rasae nyata pas mimpi mimpi nyata paham si mimpi yaallahhhhh
1736,"@putpuwi dochi sadega. vincent desta masih suka bingung kan apa itu musik bergenre ""pop punk"". nah dochi orang yang tepat untuk menjabarkan semua itu",no,putpuwi dochi sadega vincent desta suka bingung musik genre pop punk dochi orang jabar
1737,Zara udah bukan JKT48 main ke Vincent &amp; Desta Show malam ini. Sudah tayang di Youtube Vindes. Klik youtu.be/qIJfDolxJXg #Vindes #VincentandDesta https://t.co/kHfLduQKGJ,no,zara jakarta main vincent amp desta show malam tayang youtube vindes klik youtubeqijfdolxjxg vindes vincentanddesta
1738,"Ada yg udh liat video sy tanding bola pimpong bareng Vincent, Desta, Andre dan Dikta? Klo blm yuk langsung ke channel youtube nya Vindest!???????? https://t.co/FQuipnl0J5",no,lihat video tanding bola pimpong bareng vincent desta andre dikta yuk langsung channel youtube nya vindest
1739,@scheulleo Yang host Vincent desta ya? ??,no,scheulleo host vincent desta ya
1740,"Rony ini kayaknya sering nonton tonight show. Jokes sama gimmick nya mirip Vincent, Desta?? orang kok lucu terus wkwkwk",no,rony kayak nonton malam show jokes gimmick nya vincent desta orang lucu wkwkwk
1741,"@MafiaWasit Logo kui inspiratif, nyatane Vincent desta melu"" Logone ngono",no,mafiawasit logo kui inspiratif nyatane vincent desta logone ngono
1742,"ngehe mohan, baskara, ari lesmana, vincent desta definisi cowo keren menurut gue??",no,ngehe mohan baskara ari lesmana vincent desta definisi cowok keren
1743,"@berlianidris @kikysaputrii Banyak kasus kaya gitu dok, Vincent Desta jg kena. Dengar aj d trio Kurnia. Belum yg masyarakat biasa",no,berlianidris kikysaputrii kaya dok vincent desta kena dengar trio kurnia masyarakat
1744,"versi indonya iqbaal, arbani yasiz, vincent, desta, SYP LG YA KO TBTB LUPA",no,versi indonya iqbaal arbani yasiz vincent desta ya ko tbtb lupa
1745,@tanyakanrl VINCENT DESTA DANILA RIYADI REFAL HADY HERJUNOT ALI TORA SUDIRO RONALD LUKMAN SARDI MAUDY AYUNDA ARI IRHAM,no,tanyakanrl vincent desta danila riyadi refal hady herjunot ali tora sudiro ronald lukman sardi maudy ayunda ari irham
1746,"@torantula Vincent , Desta , Stepi item , Babang tamvan andika",no,torantula vincent desta step hitam babang tamvan andika
1747,"Kalo mau nyebutin banyak nih. Terbaru paling gerombolannya Vincent &amp; Desta. Ga harus jadi orang event, tapi kalo bisa ajak temen yg ""ga punya malu"" alias bisa diajak nyelinap ke backstage (ajaran-ajakan temen yg fans berat SID sampe kemarin nemuin langsung).",no,nyebutin nih baru gerombol vincent amp desta orang acara ajak teman malu alias ajak nyelinap backstage ajaranajakan teman fans berat sid kemarin temu langsung
1748,"@tanyakanrl vincent, desta, nycta gina, duta so7. udh si. kalo konser banyak.",no,tanyakanrl vincent desta nycta gina duta si konser
1749,@tanyakanrl Dedi cahyadi Letto Sheila on 7 Ardhito Denny Caknan Febby Putri Coki muslim Coldiac Dzawin Pee wee gaskins Vierra JKT 48 Gangga Tiara Andini Okin Onad Vincent desta,no,tanyakanrl dedi cahyadi letto sheila on ardhito denny caknan febby putri cok muslim coldiac dzawin pee wee gaskins vierra jakarta gangga tiara andini okin onad vincent desta
1750,@F4LL1N111 Tonight show vincent-desta?,no,flln malam show vincentdesta
1751,vincent desta,no,vincent desta
1752,@mrdhbai @Askrlfess Nama fans nya Vincent Desta,no,mrdhbai askrlfess nama fans nya vincent desta
1753,@tanyakanrl Ini vincent desta?,no,tanyakanrl vincent desta
1754,Snu-jaeung ?? vincent-desta,no,snujaeung vincentdesta
1755,Kalau jatuh ke lubang yang sama apa bahasa sundanya? ???? .. ?? @tonightshow_net .. #Ridwankamil #RKJabarjuara #JabarJuara #IndonesiaJuara #tonightshow #sunda #bahasasunda #sundanese #basasunda #vindes #vincent #desta https://t.co/puXBg2FLtP,no,jatuh lubang bahasa sundanya tonightshow net ridwankamil rkjabarjuara jabarjuara indonesiajuara tonightshow sunda bahasasunda sundanese basasunda vindes vincent desta
1756,Selamat malam orang orang lemah. Malam ini akan ada @anwarcoki yang akan mengibril bersama Vincent &amp; Desta. Sudah tayang di Youtube Vindes. Klik youtu.be/IBJki2BY4yk #Vindes #VincentandDesta https://t.co/wQsErO2v1j,no,selamat malam orang orang lemah malam anwarcoki mengibril vincent amp desta tayang youtube vindes klik youtubeibjkibyyk vindes vincentanddesta
1757,"~ Trio Kurnia Ketawa bareng sama 3 bapak2 kocak, Vincent, Desta dan Andre Taulany ~ Deddy Issues Jadi lebih pintar karena dengerin podcast yang diisi sama om deddy ini",no,trio kurnia tertawa bareng kocak vincent desta andre taulany deddy issues pintar dengerin podcast isi om deddy
1758,@RuangLucuuu 1 Nadia Omara 2 Vincent &amp; Desta 3Maling mamat keliling 4 Lankybox 5 Cocomelon,no,ruanglucuuu nadia omara vincent amp desta maling mamat keliling lankybox cocomelon
1759,"@fleurdelucour Kalo tiba tiba komedi, vincent desta??",no,fleurdelucour komedi vincent desta
1760,@tanyarlfes tadi banget abis mimpi vincent desta jadi tukang pempek keliling tapi teriaknya 'videoo videoo video' demi apapun ngga ngerti samsek,no,tanyarlfes habis mimpi vincent desta tukang pempek keliling teriak videoo videoo video apa ngerti samsek
1761,random banget pikiran gw.. tapi kayaknya kalo junhan ketemu Vincent Desta atau kalo junhan di undang ke YouTube nya vindes obrolan mereka bakal nyambung ??,no,random pikir kayak junhan ketemu vincent desta junhan undang youtube nya vindes obrol nyambung
1762,Vincent Desta segala dibahas https://t.co/6PNZDBRvN7,no,vincent desta bahas
1763,"I imagine if Kingdom gets the chance to interview here, they will feel father's jokes of Vincent - Desta (they are famous hosts and comedians in Indonesia) Especially Dann &amp; Louis?? *manifest @netmediatama @KINGDOM_GFent @WarnerMusicID ?? https://t.co/WrkMdLzNmn",no,i imagine if kingdom gets the chance interview here will feel fathers jokes of vincent desta are famous hosts and comedians in indonesia especially dann amp louis manifest netmediatama kingdom gfent warnermusicid
1764,Ngak pernah terlintas di kepala ku sedikit pun kalo cravity bakal ngobrol sama Vincent  Desta ??,no,lintas kepala cravity bicara vincent desta
1765,Vincent desta ngobrol sama  cravity ?????? gak pernah kebayangg,no,vincent desta bicara cravity kebayangg
1766,never in my dream i’d imagine cravity meeting vincent desta ?? is this real like REAALL??,no,in my dream id imagine cravity meeting vincent desta is this real like reaall
1767,@NFADavid Vincent &amp; Desta,no,nfadavid vincent amp desta
1768,"iqbaal, om vincent&amp;desta disatu frame???? gbs move on dr konser inii https://t.co/CHjf3fpss4",no,iqbaal om vincentampdesta satu frame move on konser ini
1769,"Pengalaman nonton Club 80's (Vincent+Desta), Sheila On 7, Noah. dalam panggung yang sama. https://t.co/9MC3QlE6Dp",no,alam nonton club s vincentdesta sheila on noah panggung
1770,@goodl_uck Kalo host-nya sekaliber Vincent Desta mungkin akan enak flow-nya. Bahaya malah jadi bahan julid nanti.,no,goodl uck hostnya kaliber vincent desta enak flownya bahaya bahan julid
1771,"@convomfs Story gw diliat vincent desta aja seneng bgt dulu, ketawa 5 menit sambil ngasih tau keluarga sama temen"" hahahaha",no,convomfs story vincent desta senang banget tertawa menit keluarga teman hahahaha
1772,"Supris untuk Vivin Dedes, malam ini akan ada Vincent Desta Show edisi spesial HUT Vindes kedua. Kami mengundang Vivin Dedes dari Jakarta, Bandung, Solo untuk datang ke studio Vindes.  Telah tayang, klik youtu.be/AGX3XWtevJ8 #Vindes #VindesYaHUTNihYee #VincentandDesta https://t.co/jnIL9Eznbq",no,supris vivin dedes malam vincent desta show edisi spesial hut vindes undang vivin dedes jakarta bandung solo studio vindes tayang klik youtubeagxxwtevj vindes vindesyahutnihyee vincentanddesta
1773,"Dulu waktu jaman aku jadi fans nya clubeighties, aku cuman perlu beli cd original buat dapetin tandatangan vincent desta lembu clift sama sukma, kalo mau stikernya beli majalah aneka yess!!, sekarang aku mau ketemu taehyung harus investasi dulu????? sungguh perbedaan yang yahh??",no,jaman fans nya clubeighties beli cd original tandatangan vincent desta lembu clift sukma stiker beli majalah aneka yess ketemu taehyung investasi sungguh beda yahh
1774,"Pernah denger vindes tapi lupa vincent / desta nya ya, gitu sama salah diagnosa sampe hrs operasi. Sampe akhirnya dia cek ke rs spore, ternyata ga perlu sampe operasi dan diagnosanya beda jauh. ?? kalo w pribadi gapernah soalnya gapernah ke dokter kalau ga ranap",no,dengar vindes lupa vincent desta nya ya salah diagnosa operasi cek rs spore operasi diagnosanya beda pribadi dokter ranap
1775,vincent desta??,no,vincent desta
1776,"Studio Vincent Desta Show malam ini kedatangan salah satu pemenang dari pertandingan ganda Tepok Bulu lalu, plis welkam @ericarl_ ! Sudah tayang di Youtube Vindes. Klik youtu.be/OmRbMIgFhzI #Vindes #VincentandDesta https://t.co/9jBdPHcPRi",no,studio vincent desta show malam datang salah menang tanding ganda tepok bulu mohon welkam ericarl tayang youtube vindes klik youtubeomrbmigfhzi vindes vincentanddesta
1777,jadi inget cerita vincent yang selalu ikut Abangnya (mas cliff) tiap kali ngumpul sama gank nya ?? awal mula ketemu nya vincent desta gara2 si Vincent ngintilin abang nya mulu tiap main ??,no,cerita vincent abang cliff kali ngumpul gank nya ketemu nya vincent desta gara si vincent ngintilin abang nya main
1778,@blueoreenjii @convomfs wkwkwkw aku bacanya pake nada vincent desta??,no,blueoreenjii convomfs wkwkwkw baca pakai nada vincent desta
1779,Coba belajar idealis kaya gini dari vincent desta deh,no,coba ajar idealis kaya vincent desta deh
1780,@overcontrolneed Mungkin kalo ngobrolnya sama vincent desta sih bisa aja tu nanya ttg next step yg kaitannya g cuma berkutat di personal ??,no,overcontrolneed ngobrolnya vincent desta sih next step kait kutat personal
1781,@Gank_Of_Petojo Otong koil pernah om.. Di bahas di podcast nya vincent desta pas waktu dia kena SANTET. trs di lakban kan sama dia ke perut krn bengkak. trs ntar kempes sendiri. HAAA mau ngakak takut kena santet..,no,gank of petojo otong koil om bahas podcast nya vincent desta pas kena santet lakban perut bengkak kempes haaa tertawa takut kena santet
1782,"@Stakof Dari komeng, jerome polin, prediksi, vincent desta, ampe fanny soegi wkwkwkwkwk. Emanf bener sih artis tuh jgn main twitter dah. Sakit hati sendiri nanti baca nyinyiran netizen",no,stakof komeng jerome polin prediksi vincent desta fanny soegi wkwkwkwkwk emanf sih artis tuh main twitter sakit hati baca nyinyir netizen
1783,"Kurang Vincent, Desta sama Enzy aja https://t.co/lipFkFc2hH",no,vincent desta enzy
1784,"Gimana caranya?! Simak Sobi! ? Dateng ke @iims di hari Jumat, 24 Februari jam 14.00 ? Yang pasti ke booth mobbi dong! ? Foto/ Videoin Vincent &amp; Desta lagi di booth mobbi ? Post to IGS, tag @mobbi.id @vincentrompies @desta80s",no,simak sobi iims jumat februari jam booth mobbi foto videoin vincent amp desta booth mobbi post igs tag mobbiid vincentrompies destas
1785,Nontonin konten Vincent-Desta ngakak mulu sampe batuk2. Sumpah ni 2 orang kenapa lucunya natural sih ??????????????????,no,nontonin konten vincentdesta tertawa batuk sumpah ni orang lucu natural sih
1786,Humorku sebatas nonton lala sama vincent desta,no,humor batas nonton lala vincent desta
1787,kalo liat mereka tuh kayak ngeliat Vincent Desta ?????? twitter.com/ildanhyukhae/s…,no,lihat tuh vincent desta twittercomildanhyukhaes
1788,@ontotheropes sukebak tuhh idenya dari gamenya vincent desta enji di tonight show (gak tau sih bener apa enggak). tapi tuh kayaknya dulu muncit pernah main sukebak juga deh yang asli. twitter.com/at_three_am/st…,no,ontotheropes sukebak tuhh ide gamenya vincent desta enji malam show sih tuh kayak muncit main sukebak deh asli twittercomat three amst
1789,@vindestwitt VDkate = Vincent Desta suka ayam kate,no,vindestwitt vdkate vincent desta suka ayam kate
1790,Vincent Desta ini mah?? twitter.com/nctzenbase/sta…,no,vincent desta mah twittercomnctzenbasesta
1791,"Fakta Durian Gajah yang Dibahas Vincent Desta, Harganya Jutaan! Jerome belum tahu nih... #Vindes #durian #morn #minggu pasundan.jabarekspres.com/2023/02/18/dur…",no,fakta durian gajah bahas vincent desta harga juta jerome nih vindes durian morn minggu pasundanjabareksprescomdur
1792,"makan yupi sambil nonton vincent desta, dengerin lagu shawn mendes, liat pidio tiktok kucing, nonton mukbang, tidur, marathon drama, nongkrong, beli dimsum, ke pecel lele bang jek",no,makan yupi nonton vincent desta dengerin lagu shawn mendes lihat pidio tiktok kucing nonton mukbang tidur marathon drama nongkrong beli dimsum pecel lele bang jek
1793,@ageetarumi Keren ???? Sama kayak Vincent Desta kayaknya hehe,no,ageetarumi keren vincent desta kayak hehe
1794,jujur berasa nonton vincent desta https://t.co/AwkEEwjiPY,no,jujur asa nonton vincent desta
1795,@tvindonesiawkwk Vincent desta adalah pelawak yang ga merasa dirinya pelawak asli komedi terus wkwk,no,tvindonesiawkwk vincent desta lawak lawak asli komedi wkwk
1796,"Pernah ketemu Rossa, Rizki Febian, Raisa, Yuki Kato, Daniel Mananta, Ryan Ibram, Niki Zefanya, Via Valen, Feby Rastanti, Gen Halilintar, Vincent, Desta, Vierratale juga",no,ketemu rossa rizki febian raisa yuk kato daniel mananta ryan ibram nik zefanya via valen feby rastanti gen halilintar vincent desta vierratale
1797,@AdjieSanPutro nonton vincent desta adalah healing terbaik,no,adjiesanputro nonton vincent desta healing baik
1798,@KuroNekoBanser Vincent - Desta.,no,kuronekobanser vincent desta
1799,"alasan tidak menonton tonight show adalah, kabita outfit yg dipake vincent desta, brand brand yg diidamkan anak skate tapi mahal!!",no,alas tonton malam show kabita outfit pakai vincent desta brand brand idam anak skate mahal
1800,vincent desta,no,vincent desta
1801,"instead of yg ga lucu, mending yg lucu aj. gua paling suka vincent, desta, enzy, hesti udh paket lengkap",no,instead of lucu mending lucu suka vincent desta enzy hesti paket lengkap
1802,"Bahkan seorang Maudy Ayunda berkata demikian... Lo udah nonton Vincent Desta Show bersama Maudy? Kalo belum, klik youtu.be/Rfg0uh4OxwA #Vindes #Kutipetik https://t.co/ynQpWANHz9",no,maudy ayunda nonton vincent desta show maudy klik youtuberfguhoxwa vindes kutipetik
1803,@ngemtot @KuroNekoBanser vincent desta kan memang bukan pelawak tapi presenter yang suka ngelawak ala tongkrongan hahaha,no,ngemtot kuronekobanser vincent desta lawak presenter suka lucu ala tongkrong hahaha
1804,"bintang emon, surya insomnia, vincent &amp; desta",no,bintang emon surya insomnia vincent amp desta
1805,@KuroNekoBanser Vincent desta,no,kuronekobanser vincent desta
1806,@unmagnetism Vincent desta,no,unmagnetism vincent desta
1807,vincent desta,no,vincent desta
1808,"@StarkiTomi @cobeh2022 Beda selera kali. Coba sebut yang lucu menurut versimu? Mr. Bean, Komeng/Adul, Vincent/Desta, para komika?",no,starkitomi cobeh beda selera kali coba lucu versi mr bean komengadul vincentdesta komika
1809,@uusbiasaaja Vincent desta sih,no,uusbiasaaja vincent desta sih
1810,@chroma_shin Bener... Gua aja suka SNSD karena mereka lawak banget. Mereka lebih ke group lawak buat gua daripada girlband. Sama kayak gua suka Vincent Desta walaupun mereka punya band. Hahahaha terlalu sempurna malah ngebosenin.,no,chroma shin suka snsd lawak group lawak girlband suka vincent desta band hahahaha sempurna bosan
1811,Lu tp ga rumit ya hidupnya? Gila prestasinya banyak banget -vincent Vincent desta aja ampe terkagum2 ama maudy ayunda Apalagi gua ?????? No words can explain how I adore her so much,no,rumit ya hidup gila prestasi vincent vincent desta kagum maudy ayunda nomor explain how i adore her much
1812,@Ifat_Id vincent - Desta,no,ifat id vincent desta
1813,"???. Apa sih twitter. Stop nunjukin aku who to follow because I only follow my heart.; Tapi nggak difollback.. Hidup kadang begitu. Kadang Raffi Ahmad, kadang Gitasav, kadang Vincent Desta.",no,sih twitter stop nunjukin who follow because i only follow my heart difollback hidup kadang kadang raffi ahmad kadang gitasav kadang vincent desta
1814,@justxxay @UNSfess_ kalo vincent desta termasuk apaan?,no,justxxay unsfess vincent desta
1815,Vincent Desta Andre juarak sih menghiburnya??,no,vincent desta andre juarak sih hibur
1816,"Maudy ayunda, mba Nana eh ini artis apa politisi ya pokonya itu deh. Deny + wendy Cagur, Vincent desta",no,maudy ayunda mbak nana eh artis politis ya pokok deh deny wendy cagur vincent desta
1817,@syuthiks @tanyakanrl Di vindest di net apa di yt gt. Pokok y sama vincent desta,no,syuthiks tanyakanrl vindest net yt pokok y vincent desta
1818,@radensiapa LU KENAL VINCENT DESTA DARI MANE,no,radensiapa kenal vincent desta
1819,@radensiapa Vincent desta WKWKWKWK ??,no,radensiapa vincent desta wkwkwkwk
1820,@vernoncireng tonight show vincent desta enzye hesti kita ganti seungkwan hoshi dokyeom dino kyk going bss hari ini bisa kali ya,no,vernoncireng malam show vincent desta enzye hesti ganti seungkwan hoshi dokyeom dino going bss kali ya
1821,@vernoncireng IYA LAGI?? vincent desta vincent nya seungkwan desta nya?,no,vernoncireng iya vincent desta vincent nya seungkwan desta nya
1822,@vindestwitt Oufitnya vincent &amp; desta lah ??,no,vindestwitt oufitnya vincent amp desta
1823,bang jordan sama bang ghiyas cocok gantiin vincent desta lo jadi hesti ya yo? mending gue jadi sofanya aja bareng kak tsabit di...dudukin..?,no,bang jordan bang ghiyas cocok ganti vincent desta hesti ya ya mending sofa bareng kak tsabit didudukin
